年份,題號 ,答案 ,完整題目,章節出處,名稱
111,22,B,意識不清的原因素可利用口訣『 AEIOUTIPS 』來鑑別，以下配對 何者為非 ？ (A) A ：例如酒精 (Alcohol) 。 (B) E ：例如觸電 (Electric shock) 。 (C) O ：例如缺氧 (Hypoxemia) 。 (D) I ：例如中毒 (Intoxication) 。,第 22 章,病人評估與決策
111,23,D,「 SOAP 」是高級救護技術員常用的結構式溝通模式。下列哪一項是屬於「 SOAP 」中的Objective data (O: 客觀評估 ) 的部份？ (A) 病患平時使用的藥物。 (B) 每次胸痛發作的時間。 (C) 家屬提供的最後一次正常時間。 (D) 意識狀態。,第 18 章,醫病關係與溝通技巧
111,24,D,有關損害預防的 3E ，下列 何者為非 ？ (A) 法律強制 (enforcements) 。 (B) 教育訓練 (education) 。 (C) 安全設計 (engineering) 。 (D) 建立創傷中心 (establish) 。,第 25 章,外傷總論與重大外傷
111,25,A,一位 50 歲女性，站在椅子上跌落，撞擊右後背，理學檢查：心跳每分鐘 90 次，血壓 110/80mmHg ，呼吸速率每分鐘 18 次；血氧 93% ，意識 E4M6V5 ，右後背瘀青，無開放性傷口；但胸壁在吸氣時有凹陷的情況，超音波無明顯異常，以下描述 何者為非 ？ (A) 病人不需要轉送創傷中心。 (B) 超音波無明顯異常可亦可能為後腹腔出血。 (C) 可以給予正壓給氧氣。 (D) 常會發展為呼吸衰竭。,第 29 章,胸部外傷
111,26,B,關於「外傷現場檢傷分類指引」的敘述，以下描述何者為是？ (A) 包括年紀性別、生命徵象、受傷機轉、特殊傷患等四大項。 (B) 過度檢傷會造成創傷中心壅擠。 (C) 對老人的敏感度比較高。 (D) 過度檢傷應該越低越好。,第 25 章,外傷總論與重大外傷
111,27,A,關於脈壓 (pulse pressure) 的生理描述，以下何者為是？ (A) 脈壓主要反映動脈系統張力。 (B) 出血性休克時脈壓會變寬。 (C) 對於周邊組織灌流變化不敏感。 (D) 其定義為收縮壓加上舒張壓。,第 12 章,人體基本解剖與生理
111,28,D,50 歲男性，報案人說被人刺傷腹部後倒地，有明顯臟器外露，現場 GCS ： E2V2M5 ，其心跳每分鐘 150 次，血壓 70/30mmHg ，呼吸速率每分鐘 30 次，血氧 85% ，理學檢查：腹部有明顯壓痛及反彈痛，瞳孔等大且對光有反應 ( 左 3/ 右 3) ，氣管無偏移，頸靜脈無怒張，呼吸音：正常，以下描述 何者為非 ？ (A) 在到院前收縮壓可以控制在 80~90mmHg 。 (B) 此病患不需要戴頸圈。 (C) 此病患需要大量輸血。 (D) 可以先快速給予靜脈輸液 2000ml 林格式液。,第 26 章,出血、休克與止血治療
111,29,A,關於頭部創傷的到院前處置，下列敘述何者為是？ (A) 若傷患合併低血容性休克，應給予靜脈輸液以維持收縮壓 ≥90mmHg 。 (B) 雖然可能延長送醫時間，但 GCS<9 分時仍應執行氣管內插管。 (C) 頭皮撕裂傷的出血量有限，應優先處理其他傷勢。 (D) 已知過度換氣可以降低腦壓保護腦部，應常規執行並維持 EtCO2 介於 40~45mmHg 之間。,第 27 章,頭部與顏面外傷
111,30,D,關於脊髓創傷的到院前處置，下列敘述何者為是？ (A) 儘早給予高劑量類固醇注射可以有效改善傷患預後。 (B) 若傷患低血壓合併四肢癱瘓，應優先考慮神經性休克。 (C) 若為長時間運送，長背板固定效果比鏟式擔架更好且併發症更少。 (D) 若胸部穿刺傷的傷患意識清楚，不需要常規執行脊椎固定。,第 28 章,脊椎與脊髓外傷
111,31,C(B),關於神經性休克 (neurogenic shock) 和脊髓性休克 (spinal shock) ，下列敘述 何者為非 ？ (A) 脊髓性休克是脊髓損傷後產生暫時性的失能。 (B) 神經性休克通常表現為四肢溫暖、心搏過緩和低血壓。 (C) 脊髓性休克通常在第六節胸椎之上的脊髓損傷才會產生。 (D) 神經性休克屬於分佈性休克的一種。,第 28 章,脊椎與脊髓外傷
111,32,B(送分),對於胸部創傷時，適時使用超音波可以協助診斷，下列胸腔超音波的敘述何者為是？ (A) 若在 M-mode 下看到條碼症候 (barcode sign) ，代表傷患一定有氣胸。 (B) 若在胸腔超音波看到肺點 (lung point) ，代表傷患一定有氣胸。 (C) 若在 M-mode 下看到海浪徵候 (seashore sign) ，代表傷患一定沒有氣胸。 (D) 若在胸腔超音波下看到與肋膜平行的 A line ，代表傷患一定沒有氣胸。,第 21 章,到院前超音波應用
111,33,A(C),下列胸部創傷的敘述 何者為非 ？ (A) 兒童遭遇胸部創傷時，會比成人容易肋骨骨折。 (B) 創傷性主動脈破裂的位置通常是在動脈韌帶。 (C) 張力性氣胸針刺減壓在第五肋間腋前線的成功率較第二肋間鎖骨中線處高。 (D) 肺部比起腹部受到層層保護，因此肺挫傷在初期症狀通常不明顯。,第 29 章,胸部外傷
111,34,A(C),關於腹部創傷之描述下列何者為是？ (A) 小腸損傷初期症狀為腹部疼痛，但沒有腹膜炎徵候無法排除小腸損傷。 (B) 胰臟損傷在電腦斷層上仍不易評估，藉由澱粉酶的指數評估較準確。 (C) 脾臟為腹部鈍挫傷最常見的臟器損傷， 60% 傷患會有 Kehr’s 徵候。 (D) 前胸傷害若非第 9~12 肋間，不需考慮腹部臟器損傷。,第 30 章,腹部與盆腔外傷
111,35,B,34 歲男性，騎機車車禍，到達現場時傷患初評外觀無明顯可見出血，病人可講話，呼吸淺快，四肢蒼白濕冷，且左腰側瘀青有壓痛情形，輔助檢查血壓 70/40mmHg ，心跳每分鐘 130下，請問下列何者為是？ (A) 傷患可能後腹腔出血，包含腹主動脈、第一部分之十二指腸、腎臟和胰臟的損傷。 (B) 此時給予超音波 e-FAST 檢查，無法很準確的檢查是否有後腹腔出血。 (C) 若患者脾臟撕裂傷出血，則一定可以利用超音波在脾腎交界看到黑色的積液。 (D) 超音波骨盆的掃描僅需橫向掃描即可容易判斷有無出血。,第 21 章,到院前超音波應用
111,36,C(送分),以下有關骨折及脫臼部位合併之常見周邊神經損傷， 何者為非 ？ (A) 肘關節脫臼 → 尺神經。 (B) 遠端肱骨骨折 → 橈神經。 (C) 膝關節脫臼 → 腓神經。 (D) 髖關節脫臼 → 坐骨神經。,第 32 章,肢體與骨盆外傷
111,37,D,下列有關骨骼肌肉的創傷描述何者為是？ (A) 鎖骨骨折常因肩部挫傷所致，所以 80% 的鎖骨骨折發生在外側三分之一處。 (B) 打鬥造成之拳擊者骨折是因直接撞擊導致，所以最常見的為較長的第三掌骨骨折。 (C) 髖關節脫臼中常見為後位脫臼，會導致患肢長度縮短及髖關節外轉。 (D) 膝關節創傷常見膕動脈損傷，尤其容易發生在膝關節後脫臼的傷患上。,第 32 章,肢體與骨盆外傷
111,38,D,自小客車自撞安全島引發引擎起火，當您將傷患脫困後發現其痰液中有炭粒，眉毛、鼻毛有燒焦情形，軀幹有大面積的二度燒傷。以下評估何者為是？ (A) 聲門以上吸入性灼傷為吸入過熱的氣體時所造成，有喘鳴聲 (stridor) 時，應放置 LMA 。 (B) 聲門以下吸入性灼傷多是傷患吸入火場微細煙塵或有毒物質所導致，症狀通常又快又急。 (C) 若病人血中一氧化碳濃度高達 10 ％ ~20 ％時，通常就會出現昏迷的症狀。 (D) 為防止休克及休克處理，應盡速給予靜脈注射及輸液。,第 31 章,燒燙傷與電擊傷
111,39,B,一名台電工人，於維修地面高壓電變電箱時突然觸電倒地，目擊者說她看到火花後，傷患四肢抽搐約 2 分鐘，然後一動也不動地躺在地面。此時你將進行傷患評估及處置，何者為是？ (A) 聯繫相關專業人員切斷電源或就地取材尋找樹枝 ( 木頭 ) 將傷患移至安全區域。 (B) 皮膚接觸處可能會有牛眼形狀傷口，電流出口處潰爛、爆炸翻出傷口、局部組織缺損。 (C) 早期輸液補充應以葡萄糖液為主，可預防低血容量和後繼相關的腎衰竭，並避免低血糖。 (D) 神經組織為較佳的電流導體，所以受到電損傷影響通常較低，受傷後復原的速度也較快。,第 31 章,燒燙傷與電擊傷
111,40,B,在 KTV 火警救護案件中，你迅速評估一位病人：全身滿佈煙灰，僅有臉部與頸前頸後處有燒傷，呼吸深快並伴有咳出碳粒痰。目前呼吸次數 30 下 /min ，血氧 95% ， HR ： 106/min ， BP ： 140/80mmHg ，下列評估何者為是？ (A) 吸入性灼傷判斷很重要，特別是一氧化碳中毒時要利用血氧機 (oximeter) 加以確認。 (B) 有吸入性灼傷或呼吸道腫脹時，可在地方醫療指導授權下考慮給予氣管插管。 (C) 若無發現其它燒傷處，依灼傷嚴重度區分此病人為中度灼傷。 (D) 若有環狀灼傷會出現止血帶效應，但在此病人應該不會發生。,第 31 章,燒燙傷與電擊傷
111,41,D,請問 C.A.T. 戰術止血帶正確的順序為何？ (1) 將束帶透過扣環拉緊，旋桿朝肢體外側。(2)將旋桿旋緊至出血減緩且遠端脈搏摸不到。(3)註記時間之固定帶貼緊固定槽，於固定帶上並記錄時間。(4)將創傷用止血帶放在接近肢體出血處的近心端，距離傷口約 5~8 公分。 (A)(4)→(2)→(1)→(3) 。 (B)(4)→(1)→(3)→(2) 。 (C)(2)→(1)→(4)→(3) 。 (D)(4)→(1)→(2)→(3) 。,第 26 章,出血、休克與止血治療
111,42,C,關於止血方式的描述，下列何者為是？ (A)直接加壓止血的效果，不如傳統的止血點止血法來得有效。 (B)加壓式包紮是於出血點上方加厚敷料以達到局部加壓，纏越寬止血效果越好。 (C)止血敷料直接於出血處加壓也很有效，現代止血敷料使用幾乎不需要太多額外的訓練。 (D)止血帶應該作為最後一線的止血手段，且每 30 分鐘要鬆開，組織才不易壞死。,第 26 章,出血、休克與止血治療
111,43,C,35 歲男性因騎機車與汽車擦撞，患者外觀無明顯大出血，能說話，但意識混亂 E4V3M5 ，頭頸部無傷口及疼痛情形。胸腹部大面積瘀傷，右上腹處疼痛，輔助檢查評估心率 124 下 / 分鐘，血壓 110/82mmHg ，血氧值為 92% ，呼吸次數 24 下 / 分鐘。若以出血性休克評估最可能為第幾期？ (A) 第一期 ( 出血量 <15%) 。 (B) 第二期 ( 出血量 15~30%) 。 (C) 第三期 ( 出血量 31-40%) 。 (D) 第四期 ( 出血量 >40%) 。,第 25 章,外傷總論與重大外傷
111,44,A,中年男性車禍被送到醫院時診斷為右側張力性氣胸，經細針減壓以及右側胸管置入後，生命徵象都獲得改善。五分鐘後，該患者突然又再度呼吸困難、血壓下降。下列敘述何者最為適當？ (A) 因生命徵象不穩定，應重新進行初級評估。 (B) 再次進行細針減壓最適當位置是右腋中線第五肋間。 (C) 先安排電腦斷層確定是否有其他內出血。 (D) 可能胸管功能不佳，應再插上第二根胸管強化引流效果。,第 25 章,外傷總論與重大外傷
111,45,C,50 歲男性騎摩托車自摔未戴安全帽，頭部外傷現場意識清楚，但在救護車上突然意識變化。意識 E2V1M5 ，血壓 180/90mmHg ，心跳每分鐘 55 下，呼吸速率每分鐘 10 次，血氧 89% ，理學檢查：瞳孔不等大 ( 左 2/ 右 5) ，氣管無偏移，呼吸音正常。以下敘述 何者為非 ？ (A) 病患一開始表現為清明期，有可能是硬腦膜上出血的表現。 (B) 顱內出血造成腦壓上升，會引發收縮壓升高與脈搏變慢。 (C) 血壓太高會加重顱內出血，需控制收縮壓 80~90mmHg 。 (D) 血氧不佳需給氧氣治療，同時意識不佳需維持呼吸道暢通。,第 27 章,頭部與顏面外傷
111,46,B,使用 NEXUS Low Risk Criteria 來評估是否有頸椎受傷，下列相關敘述何者正確？ (A) E ： Extension 向前伸頸時、頸部不會覺得疼痛。 (B) X ： eXtreme distracting injury 無其它劇痛的傷勢。 (C) U ： Up 向上提頸時、頸部不會覺得疼痛。 (D) S ： Sense 病人顏面與四肢感覺皆正常。,第 28 章,脊椎與脊髓外傷
111,47,A,到院前懷疑傷患為張力性氣胸，欲進行針剌減壓的三個要件， 不包括 ？ (A) 意識不清到對疼痛無反應。 (B) 嚴重呼吸窘迫或通氣困難。 (C) 患側呼吸音變小或聽不到。 (D) 病人收縮壓小於 90mmHg 。,第 29 章,胸部外傷
111,48,D,創傷出血性死亡的三兄弟 (hemorrhagic trauma triad of death) ，何者正確？ (A) 低血鈣、低血氧、高腦壓。 (B) 低血氧、酸血症、凝血異常。 (C) 低血鈣、低體溫、高腦壓。 (D) 低體溫、酸血症、凝血異常。,第 25 章,外傷總論與重大外傷
111,49,D,慢性阻塞性肺病包含肺氣腫與慢性支氣管炎；下列有關兩者的敘述， 何者不正確 ？ (A)肺氣腫的病患，外表瘦、胸廓拉長、會有桶狀胸。 (B)慢性支氣管炎的病患，會呈現慢性發紺。 (C)肺氣腫的病患，咳嗽通常無痰，為乾咳。 (D)慢性支氣管炎的病患，較常出現噘嘴呼吸。,第 35 章,呼吸系統急症
111,50,D,家屬報案， 50 歲男性癲癇持續發作，過去有創傷性腦傷與癲癇的病史；您到達現場，發現病患倒臥在客廳地上，意識不清，膚色發紺，持續抽搐中，最優先的處置為？ (A)測量血氧，使用 BVM 給氧。 (B)確認意識，施打 Midazolam 。 (C) 給予口咽呼吸道，保護頸椎。 (D) 打開呼吸道，確認脈搏。,第 36 章,神經系統急症與急性腦中風
111,51,D,關於 12 導程心電圖的判讀，下列敘述何者正確？ (A)右心房擴大的變化主要為 P 波變寬 (>0.12 秒 ) ，形成所謂的 P mitrale 。 (B)有意義的 ST-T 波變化必須有連續三個或以上的導程出現變化。 (C)V3 、 V4 導極對應到的心臟解剖位置為左心室側壁。 (D)急性心肌缺血的表現會出現高聳的 T 波，稱之為 hyperacute T 。,第 33 章,心電圖判定
111,52,C,45 歲女性長期抽菸喝酒病史，凌晨突發急性上腹痛，下列敘述 何者正確？ (A)急性肝炎常以急性上腹痛做為表現。 (B)從疼痛位置來考慮的話，不會是闌尾炎的表現。 (C) 有可能是膽結石，東方人膽結石以色素結石為主。 (D) 如為十二指腸潰瘍，通常進食會刺激胃酸分泌，導致症狀加重。,第 38 章,消化系統急症
